,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle,real_m2,real_m2_trend,real_m2_cycle,t_bill_3mo,t_bill_3mo_trend,t_bill_3mo_cycle,pce_inflation,pce_inflation_trend,pce_inflation_cycle,unemployment,unemployment_trend,unemployment_cycle
1968-07-01,36.48988998921317,35.91528383313601,0.01587229721470207,21.726111009358537,21.306313277062273,0.019511382732827265,5.974659420177923,6.0536668904663475,-0.013137090651603955,112.24908504550291,111.65828900754012,0.005277159017397004,49.6945490952666,49.407143825599356,0.005800225343308263,15.346719245371764,15.187757204952556,0.010412064983614577,2.1089486371034567e-05,2.076356078518275e-05,0.015575075013046558,0.05196666666666666,0.05311432335420308,-0.0011476566875364205,0.10848473812307002,0.08050790759982808,0.027976830523241944,0.035333333333333335,0.03972480003151453,-0.004391466698181197
1968-10-01,36.45960652384967,36.06006512245311,0.011018953476277016,21.655770152023706,21.405599973584305,0.011619369858470119,6.054818905172436,6.073840778168618,-0.0031366843639488717,112.40881940475411,111.5224695968527,0.007916307190983574,49.65740628228455,49.40805366573892,0.005034108624188072,15.323825559478369,15.260952278865627,0.004111415784097794,2.1177051773336785e-05,2.081765034384644e-05,0.017116930774248473,0.05586666666666667,0.05383326799495947,0.0020333986717071956,0.1094608962101229,0.08104528087289067,0.02841561533723222,0.034,0.040170628481565995,-0.006170628481565993
1969-01-01,36.865628825455175,36.190618106141095,0.01847973191243968,21.785465001994602,21.4984399069552,0.013262634361657533,6.397820701295298,6.092523754170803,0.04889501152473663,112.95013198768524,111.35097168450714,0.014259291398890817,49.65510836756629,49.409067329441875,0.004967316233122521,15.446417562096164,15.331422364185567,0.007472631822031062,2.1223637366758343e-05,2.0866913203945087e-05,0.01695072643682849,0.06093333333333334,0.05445106990586332,0.00648226342747002,0.09455208587778774,0.08152730445272924,0.013024781425058501,0.034,0.040758396567206735,-0.006758396567206733
1969-04-01,36.826734305492124,36.3078666184868,0.014189628066480164,21.837820582491172,21.58509722562452,0.01164022240674445,6.303889294542135,6.110051529546377,0.03123158446749419,113.53400277202859,111.14460158265764,0.02127030547599862,49.75841471458695,49.4097454390613,0.007031908461878622,15.367313043953624,15.399575783308762,-0.0020972384540840494,2.105542310443639e-05,2.0912714491130667e-05,0.006800833752464541,0.06196666666666666,0.054955381334129694,0.007011285332536969,0.08785776362056241,0.08197448434673837,0.005883279273824038,0.034333333333333334,0.04148159500290038,-0.007148261669567044
1969-07-01,36.91216287279523,36.41318451712544,0.013610192814903943,21.812292991756806,21.666026846380838,0.006728258943888843,6.363642027761393,6.126951870266118,0.03790348096544194,113.59357870487324,110.90518239641877,0.023951355584218348,49.824825087023015,49.40980199368729,0.008364530110351431,15.390523617719579,15.465902227068018,-0.004885773852947306,2.080668626476842e-05,2.095665588948846e-05,-0.007181909377978357,0.07023333333333333,0.05533790594161586,0.014895427391717467,0.07507922320630533,0.08241546705070335,-0.007336243844398016,0.035666666666666666,0.04232949050525606,-0.006662823838589391
1969-10-01,36.555636634299695,36.50829965003519,0.001295768974274747,21.852316017224453,21.741854662086226,0.005067723038234995,6.041495322200713,6.143878753768476,-0.016804710356356445,112.70364734759626,110.63602442582278,0.018516029665329725,49.87660141225485,49.4091681590076,0.009415985973502128,15.314423631250067,15.530880786416141,-0.01403524539838763,2.0619201608081284e-05,2.1000442882626337e-05,-0.018320768608417026,0.07353333333333334,0.0555947294435119,0.017938603889821436,0.07932317292691704,0.08288257610995557,-0.0035594031830385314,0.035666666666666666,0.04328688212733943,-0.0076202154606727635
1970-01-01,36.31198207924098,36.59527994665285,-0.007771497252276216,21.820523591823946,21.81331189940366,0.0003305550568617477,5.8071882070847,6.161639455348713,-0.05924639123776254,111.67117783455107,110.34208529362252,0.011973234393344967,49.82897289278186,49.40803342754329,0.008483568891513027,15.308740084941363,15.594951832424549,-0.018523348719447164,2.0302285261960195e-05,2.104570097997901e-05,-0.03596285609868488,0.0721,0.055731247197127735,0.016368752802872262,0.07611519493019636,0.08340354991742367,-0.007288354987227311,0.04166666666666667,0.044334404657317014,-0.002667737990650343
1970-04-01,36.1701150921456,36.67624998314919,-0.01389617821471667,21.740869647188525,21.881212370449724,-0.006434502939111741,5.8100921261260785,6.180985867729653,-0.06188135705515729,109.61286402183579,110.02956443281784,-0.0037943571636418483,49.71714875506603,49.406878052400835,0.006260272629678099,15.446589626034143,15.658426150660768,-0.013620941478206472,2.005092596324867e-05,2.1093828357498327e-05,-0.05070516739989195,0.06676666666666667,0.05576406618720441,0.011002600479462256,0.07225526751646649,0.08400390223904691,-0.01174863472258042,0.04766666666666666,0.045447930248692425,0.0022187364179742375
1970-07-01,36.29703819210989,36.753178903463,-0.0124885772542771,21.83993789642768,21.94638712407867,-0.004862222957363382,5.8120232231956805,6.202450470059341,-0.06501570963950365,108.44075287490813,109.70542582377747,-0.011594859236266686,49.59205379640931,49.406444210525585,0.003749749887172804,15.623261397651895,15.721437865542109,-0.006264331210696028,2.0221855266401383e-05,2.1145761462993684e-05,-0.04467551835886496,0.06326666666666667,0.05572002386898478,0.007546642797681885,0.07370043343531174,0.08470459161889754,-0.0110041581835858,0.051666666666666666,0.046601663718725116,0.005065002947941551
1970-10-01,35.698269909672085,36.82773470857624,-0.031148996177186916,21.648385426011046,22.00959024142487,-0.016547402935747524,5.468294648319192,6.2263339664625015,-0.129820907844993,106.98172263357793,109.37629921827849,-0.022136219811859092,49.46403235957102,49.407667389416055,0.0011401639984778278,15.515454098208458,15.783989074075683,-0.01715951069845012,2.0375125882971274e-05,2.1201775615230403e-05,-0.03977009619289262,0.05353333333333334,0.05563283432301135,-0.0020995009896780104,0.06377037187432522,0.08551923370434616,-0.02174886183002095,0.05833333333333333,0.04777119659493578,0.010562136738397544
1971-01-01,36.463813175051925,36.901311842624594,-0.011926752760073267,21.817011419673427,22.071518380492527,-0.011598010453485852,6.087013835637096,6.252689887267921,-0.026854130632933293,106.88743910396983,109.04794727055615,-0.020011358963867742,49.26728784931953,49.41159909147785,-0.002924867710049739,15.879400452651193,15.846020020276208,0.0021043342654176733,2.059895549926321e-05,2.1261557343114374e-05,-0.03166025190333954,0.0384,0.055540928281575155,-0.01714092828157516,0.07519728978842322,0.08645456654389859,-0.011257276755475373,0.059333333333333335,0.048935286031687536,0.0103980473016458
1971-04-01,36.45262220331931,36.97459636357932,-0.014217696467295315,21.85462493385723,22.132647645399523,-0.012641220861239866,6.220997920694022,6.281065472249204,-0.009609295982457411,106.62772902845876,108.72455982399508,-0.01947410982535036,49.224916603142276,49.419326722654276,-0.003941646560671863,15.90443732702167,15.907299568702248,-0.00017994878416649485,2.099737991769874e-05,2.1324261377312648e-05,-0.015447792193896248,0.0425,0.05548142428884861,-0.01298142428884861,0.08051342799694507,0.08750373514741683,-0.006990307150471761,0.05900000000000001,0.05007929051880494,0.008920709481195069
1971-07-01,36.55047999674933,37.0480036844599,-0.013520149913869517,21.899065646486793,22.19329878559088,-0.013346415437157866,6.271099316180761,6.310895601996799,-0.006325931426100606,106.03974563857479,108.4089214072934,-0.022096403737267956,49.22519241174656,49.4318487369112,-0.004189394391135082,16.004522856999316,15.96761422950774,0.0023088005526195055,2.1286650290137042e-05,2.1388610383430976e-05,-0.00477842598696121,0.050100000000000006,0.055480727808828144,-0.005380727808828138,0.07975277054302965,0.08865284872679062,-0.00890007818376097,0.06033333333333334,0.051195067325676094,0.009138266007657249
1971-10-01,36.42983852631038,37.121622664721926,-0.018811442417256075,22.089306474048684,22.253620365837993,-0.007411086978966974,6.072501814121827,6.341567215554162,-0.04335525214591107,106.57287275570147,108.10246922276944,-0.014250564024470336,49.23117181973161,49.45004399865024,-0.004435951381651204,15.89910702697396,16.026745791831555,-0.007995992817455555,2.155965493140276e-05,2.1453104883940386e-05,0.004954356142906846,0.0423,0.05555713091532963,-0.01325713091532963,0.0932772460051412,0.08988364755194074,0.003393598453200461,0.059333333333333335,0.05228004916511483,0.0070532841682185085
1972-01-01,36.68401567785023,37.19522856468962,-0.01383936859014856,22.027776505060565,22.313576502458623,-0.012891079583911669,6.3485001742067615,6.372430379015191,-0.0037623400169317645,106.56353429246899,107.80513673110579,-0.011583934505371651,48.9123852672912,49.47466488548598,-0.011430076193367,16.04739562839893,16.084496451978776,-0.0023092844937124823,2.1630871037324385e-05,2.1516163072822852e-05,0.005317085501394203,0.03436666666666667,0.055725562727288465,-0.021358896060621795,0.08799062407057857,0.09117230934392306,-0.0031816852733444895,0.057666666666666665,0.05333738016618976,0.004329286500476905
1972-04-01,37.31991351205991,37.268156690473944,0.001387804504189738,22.319528492207045,22.37302734875617,-0.0023940847013772526,6.683740477466017,6.4026489801347575,0.04296597467315699,106.77461136397812,107.51590201223226,-0.006918585368135943,48.96767143981498,49.5063303279327,-0.010940232976263342,16.298138538522387,16.140585437849474,0.009713966535386476,2.1919797207820277e-05,2.1576251601710045e-05,0.01579696361534033,0.0377,0.05599266665681796,-0.01829266665681796,0.09252262973781968,0.09249713282282675,2.54969149929285e-05,0.057,0.05437461276057466,0.0026253872394253405
1972-07-01,37.473150793469145,37.3394142017121,0.0035752479338682086,22.52626592706035,22.431650908278076,0.004209054383599309,6.768051163946457,6.431356106428399,0.05102776292597189,106.81109136468736,107.23297898404392,-0.003942068238658614,49.10233059297153,49.54530971625201,-0.008981098776430496,16.345707716961556,16.194705390314752,0.009280976860916113,2.232400933779871e-05,2.1631893000704856e-05,0.03149399770613037,0.042199999999999994,0.05635173680599355,-0.014151736805993555,0.09948993691884468,0.09383442815544511,0.005655508763399569,0.05566666666666666,0.0554020051840061,0.00026466148266056366
1972-10-01,37.91864599391338,37.40803332279615,0.013557493755175898,22.84134290770413,22.489088290078417,0.015541952677194715,6.8399735604911625,6.457843753340109,0.05748838843826842,107.41445529855615,106.95413862187753,0.00429463454289003,49.27944050184962,49.59153732314446,-0.006313234980814819,16.458828191314137,16.246644381890565,0.012975613545707976,2.2666278694848032e-05,2.1681811183710472e-05,0.044404585191649915,0.048633333333333334,0.056784634360230166,-0.008151301026896832,0.10912947755351986,0.09516052144414333,0.013968956109376526,0.05366666666666666,0.0564314565392453,-0.002764789872578638
1973-01-01,38.65790775312197,37.4731234347968,0.031127385539053254,23.15301345322281,22.545036474732495,0.02661001309109423,7.137045273954587,6.4816012655901165,0.09633127479899284,108.47183669320329,106.67691250720078,0.01668581237087885,49.450816269935615,49.644671651912915,-0.003912501635182863,16.65296123766779,16.296283401799265,0.0216509830703826,2.2822597029208107e-05,2.1725150227168683e-05,0.04928055684753119,0.057,0.05726437566943902,-0.00026437566943901536,0.11646151014685735,0.09645527348426375,0.0200062366625936,0.04933333333333333,0.057475031342480165,-0.008141698009146832
