,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend,real_m2,real_m2_trend,t_bill_3mo,t_bill_3mo_trend,pce_inflation,pce_inflation_trend,unemployment,unemployment_trend
1973-04-01,38.877864603223344,37.53410673116505,23.112097997473285,22.59940931576621,7.37462596029675,6.502347638334281,109.04932174133836,106.39914337336675,49.69003597357126,49.70417652429422,16.66184533701096,16.34363574829467,2.2729145172863475e-05,2.1761657166230037e-05,0.06603333333333335,0.05775888252038953,0.10980585293201163,0.09770727566871709,0.04933333333333333,0.058543066116228254
1973-07-01,38.473936434689826,37.59113432290295,23.046103606695517,22.652497006522857,7.0928570643711035,6.52019519910203,109.2219844867796,106.1198030873861,49.98111031625302,49.76939398795682,16.438148583720537,16.388937870824556,2.2491281106761724e-05,2.179175510299263e-05,0.08323333333333333,0.05823591146505769,0.10708701609566385,0.09891762328832822,0.048,0.059640808821751386
1973-10-01,38.643995339150244,37.64518724604232,22.875253527557263,22.704911156394,7.3518635192452555,6.535776020644854,109.21114814746072,105.83950191612892,50.19811893788611,49.839655793863194,16.486853086860965,16.432627941339938,2.2223800382539295e-05,2.181646871428128e-05,0.075,0.058668390587177585,0.09167372473772704,0.1000949732447115,0.04766666666666666,0.060767751337322096
1974-01-01,38.115040955018664,37.6978000817076,22.795989929292663,22.757514244620406,6.859260174616544,6.5500759375925846,108.18624282685188,105.5607448428662,50.469714674096494,49.91442390795915,16.33028081196723,16.475180428428903,2.2100728611777064e-05,2.183726322708035e-05,0.07616666666666667,0.05904487135915099,0.08104294872649585,0.10125308830998592,0.051333333333333335,0.0619161100356993
1974-04-01,38.01201553099203,37.75113424344715,22.866545642163913,22.81128335881205,6.891375871312821,6.564573568817348,107.92229487496085,105.28807413730243,50.61190892114842,49.9933822003421,16.295964491328807,16.517109167374098,2.1740586482567387e-05,2.1855864952011937e-05,0.08153333333333335,0.05936411250926267,0.09505346050751484,0.10240046797595358,0.052000000000000005,0.06306991311172276
1974-07-01,37.46479331143855,37.80762357543597,22.797331028783578,22.867229055404515,6.508510774636379,6.580950642326247,107.00632136775354,105.0275983018966,50.761915624491756,50.07655979121427,16.1338788752955,16.55884200691491,2.1240902944901994e-05,2.1874171218076908e-05,0.0819,0.05963557388786458,0.10525255653603495,0.1035329803971769,0.056333333333333326,0.06420657452479325
1974-10-01,37.13285691723706,37.86987999479058,22.26280602503803,22.92640685240508,6.530635728942218,6.601107142310711,104.71272479578593,104.78698633769297,50.81208233629458,50.1643724505146,16.21213275950772,16.600671336106863,2.084499797251754e-05,2.189401358755804e-05,0.0736,0.05988257110832372,0.09748628827296901,0.10464190184855048,0.066,0.06529658953861672
1975-01-01,36.50392463735037,37.94031852989199,22.252920900152727,22.98984014417568,5.51824733648607,6.626925156620913,100.92993765377119,104.57506479400256,50.874386436518236,50.25766691113346,16.31630164985158,16.642622080365268,2.0670520082176798e-05,2.1916828064082762e-05,0.0575,0.060142335050327185,0.10463656056725877,0.10571958334005574,0.08266666666666665,0.06630553264115444
1975-04-01,36.591207595869804,38.020909324802666,22.452475721167023,23.058142101598765,5.389066445459011,6.660282850220146,99.52768701933253,104.40056071183908,50.68873024013118,50.357701422920066,16.525860797975234,16.684472449621218,2.1014496410565478e-05,2.194338414270004e-05,0.05393333333333333,0.06046066998661938,0.10121444294030348,0.1067539036231894,0.08866666666666667,0.06719941795190608
1975-07-01,37.006923072373894,38.11272671749925,22.665165798742184,23.131464608806187,5.739750349983612,6.7023499182767186,99.8649618221505,104.26986402900303,50.428112453880985,50.46613110042458,16.707015332133754,16.725791418538257,2.128086016590075e-05,2.197365262194126e-05,0.06330000000000001,0.060881728730538265,0.10314808338144023,0.10773206456021514,0.08466666666666667,0.06795448529913727
1975-10-01,37.32150822154729,38.215948679913765,22.798024068550436,23.209578043738738,5.851607869930395,6.753460221315568,101.0882277642168,104.18626917229558,50.301641596041556,50.584835803257214,16.73092437431412,16.766043655048435,2.133094191714419e-05,2.200701103464669e-05,0.05626666666666668,0.06144558451001354,0.12214218015408541,0.10863780585047002,0.083,0.0685603915415604
1976-01-01,37.97805656865141,38.33005905804994,23.154325633744566,23.29195569533752,6.355200117859028,6.813328692593584,102.26180178669375,104.15031056875219,50.2141487634127,50.715694250572334,16.908292357218997,16.80467708472929,2.1674384293658703e-05,2.2042393198306136e-05,0.04916666666666667,0.06219382197251826,0.12659283995980464,0.10945200220505416,0.07733333333333334,0.06901723865124254
1976-04-01,38.08588637728438,38.45397491921178,23.224525678224964,23.377803891807297,6.626887316667794,6.881071935108996,101.84363408448162,104.16062133040076,50.26868395239796,50.86043331608573,16.995063608731407,16.841112942151163,2.2003747746853066e-05,2.2078296239690294e-05,0.05156666666666667,0.06316478894187336,0.11440416266271501,0.11016396856900751,0.07566666666666667,0.06933415335553722
1976-07-01,38.109877979497846,38.58638379126836,23.408745059473382,23.466231564470363,6.632046144255836,6.955490141462652,101.75820643605226,104.2147050171685,50.372700045125974,51.02049211448444,17.00274234813943,16.874833117379016,2.21925389774798e-05,2.211297496772885e-05,0.051500000000000004,0.06438869126983363,0.10658408391202379,0.11077373291096669,0.07733333333333334,0.06952545994097431
1976-10-01,38.216991350544504,38.72572739765961,23.55936634710823,23.556237903347217,6.671223312071952,7.035179301564229,101.85593029617567,104.3086507814532,50.49448524501681,51.1969649627006,17.02550052632686,16.905412791001403,2.249228674207822e-05,2.2144626566174822e-05,0.04673333333333333,0.06588848598173186,0.107956250702689,0.11128397332087686,0.07766666666666666,0.06960944051490311
1977-01-01,38.499281961517816,38.87012631670864,23.77760171559759,23.64677063238511,6.975488764929927,7.118465289635925,102.48557192624004,104.43702535293102,50.62545242492297,51.390564134322716,17.067213417232608,16.932505715800744,2.27880976406597e-05,2.2171488615055827e-05,0.0463,0.06767907467085715,0.10658901458499281,0.11169474935805886,0.075,0.06960925710554314
1977-04-01,39.06481457831041,39.01735222087012,23.865173903157338,23.736763213066983,7.404839142010322,7.203356430646445,103.95452143986492,104.5928507490546,50.8121735683825,51.60158135643549,17.13636610520954,16.955840580322242,2.2968695531884736e-05,2.2192008769622425e-05,0.0484,0.06976338696009338,0.11193937355029494,0.11200404075519718,0.07133333333333333,0.06955310750745874
1977-07-01,39.57535679687239,39.16490875886421,24.04077113028066,23.825215067704494,7.736469056587435,7.287672101749972,104.55541193457918,104.76789738682379,51.08970207759464,51.829841737910485,17.2624648615395,16.97523113679617,2.3101642264769154e-05,2.220501437227579e-05,0.054966666666666664,0.07213099055065514,0.11054395645172699,0.11220663616074322,0.06899999999999999,0.0694725587295234
1977-10-01,39.400699292920635,39.31029160356471,24.118157173577433,23.91119172438681,7.68798528404547,7.369256476752874,105.11244252049161,104.95349262003744,51.46382639198374,52.07467939211638,17.083344757717338,16.99060549478627,2.297905344719814e-05,2.2209814477742554e-05,0.061099999999999995,0.07475810102690701,0.11103246539774991,0.11229728380614534,0.06666666666666667,0.06940029042175176
