,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend
1950-10-01,22.70099076526363,22.471323689161867,14.044821197458546,13.986315386047773,4.856079979263337,3.773728729288714,111.42168369094743,111.01716504658306,74.68884034084473,75.36789213829222,8.318497296821155,8.227724182055956
1951-01-01,23.074297672979995,22.72690381052181,14.366977956164062,14.084854274662586,4.435072298560696,3.8056601665758714,113.61420056147584,111.33840560425702,74.66026143382655,74.74694784465612,8.349987920830841,8.32977359629546
1951-04-01,23.514620938305786,22.97897516829441,14.005444634654497,14.182707833014412,4.60485832975634,3.834412218170848,114.73296430436153,111.65146671634211,74.45278408145728,74.13742316378261,8.463542852623515,8.43093107169892
1951-07-01,23.9911744758838,23.22545886181692,14.175197233760947,14.27997239311845,4.231816910766691,3.859918643344978,113.56104703538112,111.94885000489315,74.13420219899378,73.53771729818608,8.705942109691728,8.530861143708506
1951-10-01,23.997004298976492,23.46453604721171,14.255586082297157,14.376634569591532,3.8459562168431916,3.8825659682675258,113.39314828803711,112.22489280671063,73.61043714521742,72.94647243958278,8.738093675209468,8.629236528512116
1952-01-01,24.22737633061283,23.694809525358725,14.339614556595754,14.47261459556208,3.914139961233908,3.9029827401936683,113.99571664943309,112.47489353414619,73.06263023877503,72.36273762824959,8.814655981955427,8.725829571555247
1952-04-01,24.24656316177207,23.915182828745102,14.579502821546063,14.567754198890386,3.5597175686966924,3.9217932485029254,113.36420084888512,112.69485587750398,72.52474178522067,71.78599692994382,8.876475332937114,8.820475989080196
1952-07-01,24.34286206592965,24.12487692013144,14.535039053908072,14.661807032588055,3.788128309176463,3.9396441116164933,113.81783707708593,112.8817234312312,71.77813746553231,71.21617758148028,8.920876860430797,8.913065527843866
1952-10-01,25.056755348471917,24.32331950600222,14.980282895987,14.754528665220652,3.9963870613324657,3.9569556729196553,116.47305813631412,113.03286663133336,71.08962619301785,70.65365969736436,9.076449074778536,9.003523761874316
1953-01-01,25.291222053180075,24.510082980689333,15.07252013798726,14.845588958751211,4.01962118012589,3.9740588467297933,116.61352302168795,113.146259175548,70.06738219038594,70.09915429642638,9.200731168630481,9.091783042713358
1953-04-01,25.431817094460264,24.68521091509152,15.123449224696074,14.934792676951044,4.032422083585151,3.991315207986862,116.56622673327797,113.2220253896543,69.56137471977594,69.55361608788296,9.277824245623341,9.177824085270816
1953-07-01,25.23177645565402,24.849260413964995,15.072201868969973,15.02208387601338,3.9627533394681733,4.009121227537395,115.1535132429176,113.2624646004901,69.06827904541693,69.01794918002001,9.301222112508242,9.261700421726442
1953-10-01,24.76586381522886,25.00329158312758,14.957691130646499,15.107525465477059,3.6218720338741566,4.02790634655905,112.9496598702955,113.27197486296252,68.48669272437228,68.49303338933763,9.272268391658711,9.34353513020486
1954-01-01,24.562253291082406,25.148649714608933,14.988937472683421,15.191214975759284,3.551454064849002,4.048079016315885,111.04083582781811,113.25615572745724,67.82808316169134,67.97975176186262,9.329985746188044,9.423484590002474
1954-04-01,24.52146664673963,25.286575121130497,15.107412166806924,15.27315837360617,3.521411174463615,4.06978648912504,109.89608105841111,113.2204217458977,67.21307160156003,67.47895636623777,9.407388571943184,9.501668434570599
1954-07-01,24.7377896643171,25.41797132527639,15.20364676289372,15.353234446491543,3.7310156479719576,4.0928455610380565,109.19890504851591,113.16879608739308,66.62557051133336,66.99138053509161,9.559046259852234,9.578153502984128
1954-10-01,25.14196754566943,25.543278317717046,15.41555197123777,15.4312155499088,3.9083408499661103,4.116697457917296,110.21300424486074,113.10319591092728,66.0571682282653,66.5175727317154,9.686030140424212,9.652951238837632
1955-01-01,25.77902740866737,25.66251642810796,15.689226680233661,15.506776019979359,4.287549031358296,4.1405311723432705,111.64139828320059,113.02301713465712,65.54538865148244,66.05784088233537,9.875526050197545,9.726063730981172
1955-04-01,26.10162830043213,25.775457403388693,15.88059792304885,15.579575697121891,4.50090422056169,4.163381737589299,112.68319444718516,112.92583594248556,65.10518401518058,65.61220113702616,9.9623911167548,9.797516385982393
